date,treasury
2023-07-22,92994294.44
2023-07-23,93832187.66
2023-07-24,89938267.38
2023-07-25,89606073.75
2023-07-26,90215679.67
2023-07-27,89925466.17
2023-07-28,89831628.54
2023-07-29,90810202.03
2023-07-30,77349442.68
2023-07-31,70388710.03
2023-08-01,76431019.40
2023-08-02,72165762.07
2023-08-03,72315100.76
2023-08-04,75952957.17
2023-08-05,76952580.11
2023-08-06,75920164.07
2023-08-07,75534580.70
2023-08-08,74346766.50
2023-08-09,76036525.16
2023-08-10,75370294.90
2023-08-11,73530414.20
2023-08-12,72181746.92
2023-08-13,71447722.15
2023-08-14,71748582.13
2023-08-15,68551827.13
2023-08-16,66934110.38
2023-08-17,62038102.97
2023-08-18,61028194.13
2023-08-19,62239828.24
2023-08-20,61783317.06
2023-08-21,59550663.85
2023-08-22,58505630.85
2023-08-23,58070652.41
2023-08-24,56258829.72
2023-08-25,56346114.54
2023-08-26,56133808.88
2023-08-27,56818772.48
2023-08-28,60353304.74
2023-08-29,60008389.55
2023-08-30,58254167.34
2023-08-31,56017078.26
2023-09-01,54312531.17
2023-09-02,54131878.90
2023-09-03,53797312.94
2023-09-04,54009660.29
2023-09-05,54791595.53
2023-09-06,55798524.96
2023-09-07,55152334.44
2023-09-08,54481463.42
2023-09-09,54837951.30
2023-09-10,52790489.99
2023-09-11,50189092.25
2023-09-12,49595903.32
2023-09-13,51423983.17
2023-09-14,52032861.92
2023-09-15,53932978.98
2023-09-16,54113114.31
2023-09-17,53356394.25
2023-09-18,52967923.80
2023-09-19,54857583.21
2023-09-20,54581596.10
2023-09-21,55022868.38
2023-09-22,60846215.31
2023-09-23,58732216.87
2023-09-24,63582428.79
2023-09-25,64362957.10
2023-09-26,64726650.95
2023-09-27,64078097.99
2023-09-28,64163347.54
2023-09-29,64638985.46
2023-09-30,64181089.16
2023-10-01,66833639.78
2023-10-02,61660603.36
2023-10-03,60501284.57
2023-10-04,59895941.48
2023-10-05,57901516.53
2023-10-06,58762546.17
2023-10-07,58465537.59
2023-10-08,58477489.66
2023-10-09,55687270.39
2023-10-10,53978510.78
2023-10-11,53576341.54
2023-10-12,52600179.22
2023-10-13,54692927.16
2023-10-14,54414190.85
2023-10-15,54468624.26
2023-10-16,55642995.27
2023-10-17,53790231.41
2023-10-18,52694546.35
2023-10-19,51226735.30
2023-10-20,52111664.95
2023-10-21,54430235.45
2023-10-22,55868656.60
2023-10-23,58173341.31
2023-10-24,59072854.25
2023-10-25,58903671.75
2023-10-26,59077644.29
2023-10-27,57752946.79
2023-10-28,59554681.42
2023-10-29,61183497.73
2023-10-30,60128727.79
2023-10-31,59359051.59
2023-11-01,64096957.32
2023-11-02,63058416.53
2023-11-03,65828095.51
2023-11-04,68794293.25
2023-11-05,70399374.45
2023-11-06,71184826.18
2023-11-07,69148805.16
2023-11-08,68879490.38
2023-11-09,70826739.68
2023-11-10,69121348.75
2023-11-11,75357968.99
2023-11-12,75061351.55
2023-11-13,79808208.22
2023-11-14,70922929.04
2023-11-15,70730457.69
2023-11-16,76448806.36
2023-11-17,71767032.90
2023-11-18,70008893.03
