date,trading_volume
2023-10-04,55105870.52
2023-10-05,94111665.89
2023-10-06,88323165.48
2023-10-07,48077026.32
2023-10-08,142272091.51
2023-10-09,108615590.27
2023-10-10,151605778.04
2023-10-11,435783125.73
2023-10-12,553580674.78
2023-10-13,348103389.44
2023-10-14,177079812.72
2023-10-15,323401614.60
2023-10-16,640122025.81
2023-10-17,98943797.76
2023-10-18,87777151.02
2023-10-19,103518315.59
2023-10-20,160033872.14
2023-10-21,65932926.75
2023-10-22,67465544.22
2023-10-23,197735884.74
2023-10-24,321561901.67
2023-10-25,155697955.99
2023-10-26,163579493.85
2023-10-27,106996327.03
2023-10-28,85769192.55
2023-10-29,64167322.64
2023-10-30,120683790.90
2023-10-31,115759573.10
2023-11-01,137591586.09
2023-11-02,309773801.81
2023-11-03,170710890.10
2023-11-04,70394782.99
2023-11-05,197672331.52
2023-11-06,133505141.23
2023-11-07,257276668.85
2023-11-08,112778727.52
2023-11-09,170145552.85
2023-11-10,218753258.97
2023-11-11,127722686.75
2023-11-12,107570817.09
2023-11-13,182224058.78
2023-11-14,2539960219.40
2023-11-15,212521831.43
2023-11-16,159277584.97
2023-11-17,118218742.59
2023-11-18,120504162.22
