date,token_incentives
2023-08-16,199408.32
2023-08-17,222269.50
2023-08-18,292983.72
2023-08-19,230802.39
2023-08-20,268470.68
2023-08-21,190614.96
2023-08-22,179333.39
2023-08-23,222509.12
2023-08-24,210998.12
2023-08-25,208099.23
2023-08-26,210846.65
2023-08-27,193275.89
2023-08-28,171784.42
2023-08-29,207488.15
2023-08-30,225933.35
2023-08-31,286641.52
2023-09-01,209502.13
2023-09-02,188816.06
2023-09-03,185160.73
2023-09-04,185515.90
2023-09-05,158561.59
2023-09-06,227285.74
2023-09-07,192354.52
2023-09-08,204455.72
2023-09-09,210959.85
2023-09-10,204731.48
2023-09-11,206014.34
2023-09-12,167994.06
2023-09-13,143820.87
2023-09-14,227137.47
2023-09-15,201821.64
2023-09-16,176698.41
2023-09-17,206467.27
2023-09-18,162181.09
2023-09-19,188798.03
2023-09-20,187932.27
2023-09-21,221965.77
2023-09-22,226247.42
2023-09-23,207710.27
2023-09-24,232152.90
2023-09-25,230296.32
2023-09-26,211441.08
2023-09-27,224259.44
2023-09-28,239025.65
2023-09-29,229596.76
2023-09-30,234242.72
2023-10-01,213249.68
2023-10-02,201895.93
2023-10-03,213834.45
2023-10-04,231137.24
2023-10-05,235934.65
2023-10-06,208483.40
2023-10-07,202288.60
2023-10-08,193453.38
2023-10-09,193065.69
2023-10-10,182461.65
2023-10-11,179164.49
2023-10-12,219897.06
2023-10-13,178283.95
2023-10-14,192035.41
2023-10-15,180122.98
2023-10-16,184802.62
2023-10-17,202699.40
2023-10-18,177365.57
2023-10-19,186038.50
2023-10-20,187382.10
2023-10-21,206683.54
2023-10-22,175029.67
2023-10-23,149964.44
2023-10-24,192199.79
2023-10-25,185464.00
2023-10-26,238417.86
2023-10-27,241280.98
2023-10-28,227308.65
2023-10-29,194777.84
2023-10-30,188771.99
2023-10-31,219117.56
2023-11-01,180881.06
2023-11-02,275167.73
2023-11-03,273694.67
2023-11-04,249958.49
2023-11-05,193676.00
2023-11-06,202803.82
2023-11-07,261634.46
2023-11-08,193081.11
2023-11-09,196819.53
2023-11-10,312561.03
2023-11-11,296099.56
2023-11-12,326690.86
2023-11-13,209211.15
2023-11-14,229658.35
2023-11-15,247690.92
2023-11-16,341729.04
2023-11-17,228436.46
2023-11-18,340263.13
