date,market_cap_fully_diluted
2023-05-05,3066737596.09
2023-05-06,3153118469.06
2023-05-07,2988098532.81
2023-05-08,2947687671.71
2023-05-09,2754302489.00
2023-05-10,2762145356.19
2023-05-11,2782546909.78
2023-05-12,2644990817.25
2023-05-13,2695247575.75
2023-05-14,2653300356.61
2023-05-15,2673948042.62
2023-05-16,2736900085.91
2023-05-17,2755391587.11
2023-05-18,2762041167.72
2023-05-19,2730588903.79
2023-05-20,2735438338.90
2023-05-21,2759092210.63
2023-05-22,2763655250.67
2023-05-23,2805673135.27
2023-05-24,2853761588.67
2023-05-25,2743242063.82
2023-05-26,2729921777.71
2023-05-27,2830975422.57
2023-05-28,2824471265.81
2023-05-29,2851628968.95
2023-05-30,2821711291.70
2023-05-31,2773968514.29
2023-06-01,2715436858.70
2023-06-02,2684172480.19
2023-06-03,2815999932.86
2023-06-04,2805494373.60
2023-06-05,2804324835.46
2023-06-06,2576321628.91
2023-06-07,2643532947.80
2023-06-08,2503196065.40
2023-06-09,2507950243.43
2023-06-10,2497479936.00
2023-06-11,2219733434.72
2023-06-12,2206480347.81
2023-06-13,2100253083.71
2023-06-14,2139174570.09
2023-06-15,1884390972.39
2023-06-16,2004090853.50
2023-06-17,2054482736.49
2023-06-18,2046354888.42
2023-06-19,2058265273.49
2023-06-20,2080710174.57
2023-06-21,2192089577.76
2023-06-22,2275334220.56
2023-06-23,2209782552.62
2023-06-24,2281746392.84
2023-06-25,2213354444.91
2023-06-26,2323237848.54
2023-06-27,2241867972.36
2023-06-28,2287887135.42
2023-06-29,2182791594.92
2023-06-30,2348980209.03
2023-07-01,2515189104.63
2023-07-02,2569557841.29
2023-07-03,2519106435.22
2023-07-04,2585449419.45
2023-07-05,2666773042.96
2023-07-06,2582402028.72
2023-07-07,2408085310.28
2023-07-08,2604918646.12
2023-07-09,2572407056.21
2023-07-10,2634801985.75
2023-07-11,2667216755.23
2023-07-12,2621404115.57
2023-07-13,2593592631.19
2023-07-14,2790195938.67
2023-07-15,2710137841.96
2023-07-16,2711153966.93
2023-07-17,2675664333.04
2023-07-18,2672461928.11
2023-07-19,2589237119.62
2023-07-20,2571565374.93
2023-07-21,2593029880.33
2023-07-22,2541110250.39
2023-07-23,2481687273.05
2023-07-24,2504609041.54
2023-07-25,2405803699.68
2023-07-26,2399073998.95
2023-07-27,2411660966.38
2023-07-28,2405561321.84
2023-07-29,2409178985.86
2023-07-30,2436120442.21
2023-07-31,2060595584.40
2023-08-01,1882134577.55
2023-08-02,2024513942.08
2023-08-03,1921528497.91
2023-08-04,1918565265.47
2023-08-05,2023372532.27
2023-08-06,2051908429.33
2023-08-07,2016690686.70
2023-08-08,2024657858.62
2023-08-09,1982872686.34
2023-08-10,2031500091.74
2023-08-11,2006930789.35
2023-08-12,1965834128.92
2023-08-13,1927835923.37
2023-08-14,1905763772.41
2023-08-15,1917052001.92
2023-08-16,1837172897.36
2023-08-17,1789492815.70
2023-08-18,1627745951.67
2023-08-19,1634450166.28
2023-08-20,1661678105.37
2023-08-21,1646189005.69
2023-08-22,1580641120.82
2023-08-23,1564631004.19
2023-08-24,1545315863.23
2023-08-25,1498719453.16
2023-08-26,1500518863.28
2023-08-27,1493752823.60
2023-08-28,1517437704.45
2023-08-29,1608833407.52
2023-08-30,1594937201.77
2023-08-31,1560107433.12
2023-09-01,1494253350.52
2023-09-02,1450902800.97
2023-09-03,1443682965.91
2023-09-04,1436098708.51
2023-09-05,1443594266.88
2023-09-06,1466079139.62
2023-09-07,1488202854.36
2023-09-08,1474918378.19
2023-09-09,1457079841.58
2023-09-10,1460877810.77
2023-09-11,1410579149.16
2023-09-12,1345901023.30
2023-09-13,1326420306.20
2023-09-14,1377331756.68
2023-09-15,1384641583.20
2023-09-16,1438379184.23
2023-09-17,1444340909.80
2023-09-18,1427759187.83
2023-09-19,1403883844.77
2023-09-20,1467717084.58
2023-09-21,1457256295.21
2023-09-22,1467666519.88
2023-09-23,1618336111.51
2023-09-24,1565262925.99
2023-09-25,1697696562.73
2023-09-26,1718841898.70
2023-09-27,1726362785.14
2023-09-28,1708470252.87
2023-09-29,1706205813.32
2023-09-30,1725041859.74
2023-10-01,1712557819.08
2023-10-02,1779589802.61
2023-10-03,1650846742.37
2023-10-04,1609884783.09
2023-10-05,1595060279.88
2023-10-06,1541835138.26
2023-10-07,1564253903.57
2023-10-08,1557237374.13
2023-10-09,1565739737.56
2023-10-10,1484953373.92
2023-10-11,1434973237.56
2023-10-12,1431486222.38
2023-10-13,1399411031.11
2023-10-14,1456469106.79
2023-10-15,1445558507.23
2023-10-16,1452283465.87
2023-10-17,1479061124.44
2023-10-18,1430972542.59
2023-10-19,1402155773.14
2023-10-20,1368507576.45
2023-10-21,1389699887.19
2023-10-22,1449480709.09
2023-10-23,1494763612.48
2023-10-24,1554968343.31
2023-10-25,1578029590.83
2023-10-26,1576806147.68
2023-10-27,1577379126.21
2023-10-28,1539798235.18
2023-10-29,1586208726.90
2023-10-30,1626043836.82
2023-10-31,1610571708.92
2023-11-01,1584254742.60
2023-11-02,1716118679.43
2023-11-03,1683712092.42
2023-11-04,1762367657.72
2023-11-05,1829291572.43
2023-11-06,1874777826.99
2023-11-07,1894499375.94
2023-11-08,1847121242.50
2023-11-09,1894392471.48
2023-11-10,1821952853.87
2023-11-11,1992078826.59
2023-11-12,2058792464.42
2023-11-13,2084823060.31
2023-11-14,1911879437.59
2023-11-15,1888258736.68
2023-11-16,2020108295.48
2023-11-17,1889075980.19
2023-11-18,1871139476.59
