Substance;Sector;EDGAR Country Code;Country;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
CO2;Industrial Combustion;TKM;Turkmenistan;0,65079135;0,722000533;0,766587517;0,810147945;0,846026782;0,879089333;0,905109868;0,935167201;0,985192309;1,013782614;1,049266901;1,006348296;0,952554043;0,899090251;0,870266873;0,821458791;0,801983312;0,84310924;0,859356506;0,841458252;0,732912862;0,659096438;0,329750185;0,468446231;0,636274969;0,670305262;0,54201015;0,553168462;0,523682269;0,640819069;0,652128862;0,532467562;0,379482835;0,589420238;0,807183619;0,779414119;0,82374435;0,802791;1,047314026;1,479710474;1,52353575;1,859496298;1,769018174;1,172175862;0,849191288;0,849191288;0,849191288;0,849191288;0,849191288;0,849191288;0,849191288;0,911327236;0,932039219
CO2;Industrial Combustion;TLS;Timor-Leste;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,024930046;0,028773552;0,028371409;0,028062669;0,031623548;0,031263045;0,028144966;0,030298314;0,030306337;0,033381791;0,059570451;0,067305211;0,060836999;0,062124616;0,06553914;0,071052559;0,076024445;0,059029154;0,061595639;0,062622233
CO2;Industrial Combustion;TON;Tonga;0,000421631;0,000421631;0,000526848;0,000505996;0,000601268;0,000526848;0,000515301;0,000966004;0,000929444;0,001278453;0,000970807;0,003282709;0,002056282;0,001803325;0,001612195;0,00215608;0,001155864;0,002857261;0,003466936;0,00390571;0,00422489;0,004412249;0,00482282;0,004780501;0,010973947;0,01060767;0,011981008;0,012010382;0,012606706;0,015310757;0,016999101;0,014259931;0,016584082;0,019122511;0,018762571;0,019582779;0,021540034;0,019811583;0,019364657;0,017036279;0,016021497;0,014595534;0,013514184;0,01532113;0,016496704;0,01590354;0,017327934;0,021615462;0,020271799;0,025063548;0,019460584;0,020306696;0,020645141
CO2;Industrial Combustion;TTO;Trinidad and Tobago;0,20025774;0,20025774;0,240876805;0,253375501;0,280634164;0,266513317;0,215026198;0,303390722;0,292744641;0,292599094;0,312191011;0,312587854;0,607670301;0,583980953;0,540309777;0,46449558;0,607123361;0,724789743;1,549052647;1,640690546;1,708853079;1,234261033;1,267966309;1,194490554;1,377339726;1,528610302;1,650310868;1,775150779;1,779052285;1,870397198;2,011812597;2,561070979;2,475540942;2,736045857;2,639969409;3,092597625;2,723632287;3,582036328;3,042574845;2,572946293;3,368440519;3,277827398;3,347306292;3,377377364;3,362937657;2,870094679;2,01515335;2,070396927;1,928493482;2,001368928;1,687511406;1,712360524;1,662662288
CO2;Industrial Combustion;TUN;Tunisia;0,985641342;0,985641342;1,156073194;1,128271453;1,37952392;1,318289543;1,269244317;1,512637116;1,575195446;2,067278814;2,058004404;2,057936455;1,771969888;2,252223072;2,35441783;2,479267786;2,502676519;2,182426543;2,483618251;3,156874452;3,387434582;3,083828979;3,41452289;3,086787557;2,904596854;2,927137488;3,139490909;3,155312365;3,305716411;3,308116499;3,623700639;3,721586442;3,663230897;4,394924612;4,628051579;4,572022861;5,006198405;5,018465392;5,032225306;4,423490936;4,619983932;4,23601041;4,659416976;4,785488431;5,345123638;5,351071084;5,193652167;5,175557146;4,888674764;4,919685527;4,431488434;5,483097674;5,578072352
CO2;Industrial Combustion;TUR;Türkiye;6,992395659;8,237117156;11,24832496;11,60798028;11,72074075;13,33916689;15,31509533;16,21417556;19,72745492;18,87264136;20,77508654;19,95446185;21,05487554;22,12418947;24,45397868;23,30993823;22,23272222;26,60120141;28,25277438;29,79422032;32,76044037;34,57267807;33,1593086;33,16295028;30,34181008;33,68781012;42,07514734;45,51476847;46,99737285;41,36105609;58,0281645;42,42748838;53,0948719;59,95419023;58,61140941;54,95796576;63,0871411;62,92137791;37,53125899;41,61517274;48,68296645;52,08169085;54,09204636;46,47849233;47,98161327;50,61136094;51,0559479;68,78820483;72,69297856;67,08471822;73,37459511;80,44347992;78,41362019
CO2;Industrial Combustion;TWN;Taiwan;12,34996392;12,34996392;14,37489756;15,02453506;14,18833793;14,85407444;16,98286426;18,62578051;22,08743544;23,91217427;26,72447775;24,44641763;19,04152327;20,8785415;21,07820504;20,9023926;23,27024674;24,92502414;29,25150666;28,82806895;29,92047536;31,83208842;33,3132467;33,56550109;34,53870189;35,69551176;36,69491864;38,96736201;39,08727312;40,98365765;43,41586897;41,5658285;43,88283031;41,87567206;42,42030326;41,81491043;43,19894161;42,29161631;38,15736561;35,71260327;40,38729877;41,24755645;39,9553895;40,97910157;37,93950157;37,06181654;37,41162732;35,85315863;32,43147031;31,63751091;30,62163304;32,95512352;31,61046756
CO2;Industrial Combustion;TZA;Tanzania;0,236578852;0,236578852;0,2459133;0,329960996;0,24906252;0,1681263;0,22720668;0,17127552;0,282655744;0,2981754;0,270134332;0,282491153;0,273245827;0,278555459;0,291973605;0,350755129;0,32080301;0,309041516;0,312152992;0,325269712;0,33704484;0,349490745;0,349490745;0,398061842;0,393180479;0,374382593;0,369352785;0,334698255;0,410844347;0,461856115;0,471861347;0,399012479;0,387479876;0,387294126;0,403702346;0,450213843;0,457764458;0,448386711;0,42326855;0,403972911;0,442944711;0,810231125;0,796879316;0,986371872;1,436848884;1,554623757;1,303165329;1,833210693;1,941589511;2,138679179;2,085549812;2,266861785;2,455888995
CO2;Industrial Combustion;UGA;Uganda;0,437041314;0,437041314;0,437041314;0,365703724;0,387559571;0,341038324;0,341151529;0,315806824;0,2033784;0,2593473;0,169114376;0,137810876;0,131625662;0,1534815;0,119104262;0,116106004;0,116030515;0,128476438;0,1411488;0,125515921;0,134709779;0,134785258;0,137934481;0,156716583;0,13471662;0,175354558;0,187762734;0,206596264;0,237899764;0,256681863;0,241162202;0,222266887;0,290185166;0,33060705;0,349041253;0,493516764;0,50010095;0,637694021;0,556419728;0,563856805;0,605336192;0,624704358;0,70933292;0,755239012;0,838923145;1,072739193;1,046164262;1,087636346;1,172605462;1,180800897;1,151368073;1,254335949;1,282418098
CO2;Industrial Combustion;UKR;Ukraine;104,7807916;116,2458403;123,4245767;130,438032;136,2147115;141,5379541;145,7273954;150,5667824;158,6210849;163,2242727;168,9374274;162,0273089;153,3661544;144,7582059;140,1174921;132,2591371;129,1234837;135,744972;138,3608662;135,4791543;195,0623313;196,8008513;188,6848308;132,8311326;97,29776548;98,16987674;87,2175056;83,40848908;78,99080202;81,02366888;80,79328274;88,16145286;88,76056156;97,78353351;96,36725258;75,23040801;81,81895333;83,9084902;75,57867246;56,20519926;61,3217775;65,14628239;60,49574293;56,92228098;55,51818229;41,76018446;37,64271093;31,40660117;35,60741187;35,34804129;35,16254456;34,3883996;20,4689671
CO2;Industrial Combustion;URY;Uruguay;1,223364385;1,223364385;1,198679749;1,218030784;1,202572457;1,246069757;1,281646541;1,273433492;1,248482644;1,339632431;1,2359537;1,052829301;0,848597289;0,782053149;0,681963826;0,546416399;0,603130241;0,621944521;0,615896564;0,581213769;0,559249533;0,574980392;0,585003872;0,540194747;0,492757305;0,497615618;0,676473973;0,800840782;0,820373118;0,79744915;0,705767609;0,626926044;0,556570774;0,588558541;0,614123643;0,625995019;0,589051738;0,645622579;0,697073944;0,649462171;0,578505414;0,654015105;0,64413454;0,722679688;0,82882376;0,807930366;0,881107689;0,819603597;0,907671592;0,838433719;0,826095419;1,03648697;1,03648697
CO2;Industrial Combustion;USA;United States;1104,109385;891,7463851;911,7717461;943,1653396;885,2978354;754,364913;801,8997169;856,1170501;826,3403273;898,2267693;857,9801263;837,2710048;710,4871083;645,3532302;708,9559869;703,0826971;675,8951864;691,4336945;716,4661481;671,9414089;604,4447215;566,8769802;517,6392597;532,4217993;534,8523755;486,8017404;485,9246429;506,7298872;512,7422441;499,3622572;567,1248812;540,0108348;490,8159804;485,4160159;511,6737714;477,3253021;495,8156649;486,0105884;474,7670575;407,5382264;466,3256012;435,6928741;438,5725804;434,8862373;437,256254;433,8848799;439,0239263;429,4054416;454,06165;439,0521627;437,749121;452,8351621;466,8880213
CO2;Industrial Combustion;UZB;Uzbekistan;0,295783484;0,328147928;0,348412631;0,368210766;0,384517633;0,399544502;0,411370787;0,425031791;0,447768111;0,460762353;0,476889897;0,457383469;0,432934079;0,408634883;0,39553471;0,373351526;0,364499955;0,383191615;0,390575967;0,382441244;0,411642;0,3872484;0,30492;0,2652804;0,22869;13,58084201;10,53546082;7,821201541;15,81153062;16,32392464;16,8860693;17,02531367;17,80272564;16,99525415;16,93923747;16,18105663;16,86776939;16,3631656;17,00807181;15,09523222;17,35108045;17,55531922;14,11027826;12,94728955;11,21410851;9,960162344;10,721863;11,85609676;11,43066479;12,98228237;11,60938747;12,23672737;12,78607121
CO2;Industrial Combustion;VCT;Saint Vincent and the Grenadines;8,51853E-05;8,51137E-05;9,5448E-05;7,96206E-05;8,99421E-05;0,000100558;0,000110884;0,000115735;0,000121003;0,000110455;0,000142655;0,000169017;0,000133139;0,000163356;0,000172255;0,000193845;0,000260688;0,000249863;0,000275517;0,000569813;0,001406475;0,001238302;0,001233346;0,000905181;0,00160812;0,001860608;0,001615688;0,001779296;0,001970904;0,0020987;0,001062273;0,001425964;0,003479457;0,003174794;0,003154717;0,002676789;0,002553294;0,002266486;0,001822551;0,0037009;0,002794487;0,00296963;0,004585249;0,005001332;0,005701649;0,005243902;0,005052288;0,005200221;0,005472464;0,005068244;0,004297104;0,004140845;0,004297104
CO2;Industrial Combustion;VEN;Venezuela;7,247362149;7,247362149;8,420851212;10,9326371;10,7602085;11,08580549;12,43657977;14,57682514;12,93990312;17,16849016;18,73541991;16,86490639;17,78461018;16,59917222;18,27533728;19,26842214;18,75599468;21,30118619;19,63302045;22,11377397;23,51449134;25,07189432;22,75128473;25,79082801;25,90017554;28,12949273;30,81105525;32,20884448;31,69131403;25,32780016;24,64813435;25,67839324;29,09425635;29,79489442;32,56959745;32,17406786;29,44047724;14,58187084;19,78256334;21,12260473;36,33786468;34,19218531;36,19063827;32,72314136;29,51073792;18,45812822;16,9073879;17,82225187;17,36962158;9,747891769;8,371595344;10,17516542;11,13126769
CO2;Industrial Combustion;VGB;British Virgin Islands;5,67902E-05;5,67425E-05;6,3632E-05;5,30804E-05;5,99614E-05;6,7039E-05;7,39224E-05;7,71569E-05;8,06684E-05;7,36368E-05;9,51034E-05;0,000169017;0,000133139;0,000163356;0,000114837;0,00012923;0,000124877;0,00031725;0,000296654;0,000377544;0,000887269;0,000820468;0,000677591;0,00059975;0,000585664;0,000608605;0,000771961;0,000722112;0,000732218;0,000779703;0,000709206;0,000819127;0,001946614;0,001829907;0,001750069;0,001516241;0,001574344;0,001417137;0,001233096;0,001894135;0,002037748;0,002393111;0,00300103;0,003987209;0,004347544;0,003968989;0,003869572;0,00320378;0,004658915;0,003967686;0,003364288;0,003241951;0,003364288
CO2;Industrial Combustion;VNM;Vietnam;0,00286;0,00286;0,00286;0,00286;;0,0286548;0,120339201;0,0601696;0,0805044;0,0144574;5,28985944;5,190148299;5,73366648;6,575064171;7,257115641;7,201288834;7,89380475;8,609335949;6,576756536;6,21791819;5,660762104;6,252766191;6,767775349;7,211322074;7,385070994;10,43644531;10,99936095;13,18393946;13,70423494;13,75058152;14,43959985;16,44072213;18,32987033;19,63606596;22,78973981;24,06197188;24,14809703;26,85938234;35,35298089;38,949082;41,57180169;43,32199192;42,73826725;45,98496822;51,13148907;33,28664176;34,97747142;36,42819052;57,68413949;71,22043584;91,87436323;89,63042897;85,86181422
CO2;Industrial Combustion;VUT;Vanuatu;0,001686524;0,001686524;0,002107391;0,002023986;0,002405072;0,002107391;0,002061206;0,003864018;0,003717778;0,005113811;0,003883229;0,007659654;0,00479799;0,004207759;0,003761788;0,005749547;0,004624634;0,004379479;0,005514161;0,004454971;0,004819036;0,004425459;0,002568226;0,002544964;0,004308408;0,004581142;0,004592837;0,004393299;0,004536873;0,005510169;0,014243461;0,014661723;0,015197071;0,017045759;0,014606326;0,014352222;0,012929154;0,022668338;0,020096442;0,018746825;0,019618036;0,021820209;0,016856914;0,019339071;0,021895308;0,018754995;0,020030588;0,023170932;0,031956385;0,032699475;0,025386169;0,026489915;0,026931414
CO2;Industrial Combustion;WSM;Samoa;0,001475708;0,001475708;0,001843967;0,001770988;0,002104438;0,001843967;0,001803555;0,003381016;0,003253056;0,004474585;0,003397826;0,007659654;0,005483417;0,004808868;0,005373983;0,005749547;0,004342088;0,004748873;0,00456562;0,005377873;0,005817359;0,005944646;0,006038621;0,006729941;0,011393217;0,012114437;0,012148933;0,011617704;0,011997373;0,014570479;0,031682799;0,030251826;0,032925154;0,032643254;0,035342911;0,035198497;0,035389539;0,041317371;0,038229725;0,032327118;0,03339648;0,032557925;0,030672868;0,035769967;0,035853696;0,038821805;0,042864399;0,044179451;0,046183126;0,053383373;0,041449501;0,043251653;0,043972514
CO2;Industrial Combustion;YEM;Yemen;;;;;;;;;;;;;;;;;;;;;;;;;;0,52940745;0,616037731;0,718710734;0,837426316;0,975393134;1,135819634;1,264160762;1,485549419;2,383687843;2,516887352;2,6874306;2,626068635;2,888585686;3,213613487;3,087540043;3,030976231;2,616721872;2,273061014;3,417042191;3,388165478;1,22946237;0,894281919;0,835578574;1,278284579;1,282809905;1,103211271;1,392865948;1,435238687
CO2;Industrial Combustion;ZAF;South Africa;44,10110526;44,10110526;45,57322973;51,73788528;52,13770957;54,56207474;61,23910239;63,85568443;62,74299469;66,39672434;70,40155817;72,85007188;64,17441031;55,02103109;55,04097507;56,91371833;55,63345512;57,10662836;59,00168992;54,99567489;54,12200054;48,83257326;42,88768217;35,4177178;36,36096525;37,1816988;41,33503411;45,04835693;47,5622618;40,82539576;40,54930624;36,52698431;39,82241518;42,1144872;49,09219648;52,97826483;49,13894039;42,74530941;43,88240042;61,09560267;51,46344268;44,53638348;45,5963702;51,62295112;53,36973406;49,28016434;49,05789034;46,113534;54,24487233;51,8836766;48,19179508;47,99440731;45,73871275
CO2;Industrial Combustion;ZMB;Zambia;2,113104503;2,113104503;2,454943642;2,670836426;2,650880123;2,75978452;2,731428982;2,394428759;2,346963465;2,07930539;1,800749439;1,547490051;1,55981532;1,453667898;1,426454969;1,456117068;1,579830765;1,44591994;1,596006654;1,699964382;1,289573209;1,35037278;1,364799553;1,328109349;0,872854949;0,777851311;0,659841126;1,004985699;0,961175103;0,69291255;0,665194852;0,706824671;0,737518162;0,784727576;0,732265039;0,830214725;0,682549976;0,661076039;0,73692817;0,765212711;0,726753906;0,974942185;1,49874025;1,428406989;1,486386969;1,546151886;1,535007538;1,620072198;1,5536878;1,183354197;1,318551206;1,422178416;1,490925729
CO2;Industrial Combustion;ZWE;Zimbabwe;2,690799093;2,690799093;2,24038982;3,116875424;2,35893607;2,650312651;3,310575112;2,871036124;3,145945982;3,097411172;3,426875466;3,853055838;3,789502917;3,678872542;3,178853954;3,314498777;3,192792104;3,374029922;3,315659993;3,527087477;4,741711872;4,989306557;4,602777825;3,864646514;2,395684545;2,629333297;2,503581844;2,282537756;2,392353206;3,10127713;2,920493014;2,444433626;2,211442672;2,016679189;1,52205217;1,591406533;2,071505106;2,26796839;1,379931773;0,617775327;1,213439587;1,459236893;1,922690071;1,01669778;1,042514183;1,059885396;1,057560508;1,086664713;1,142792266;1,079714523;1,012754594;1,07361208;1,174381411
CO2;Power Industry;ABW;Aruba;0,017343705;0,019877523;0,029330047;0,03121418;0,030114787;0,04302537;0,039925351;0,047902537;0,049849996;0,05090531;0,054050139;0,054598307;0,053649561;0,052591639;0,062466271;0,065633411;0,071021291;0,080926419;0,088866904;0,119915798;0,0953581;0,106756606;0,122331813;0,122478361;0,137382717;0,151079425;0,101245812;0,164602246;0,166500706;0,164481806;0,131217359;0,133759079;0,137867198;0,166334032;0,171255198;0,196175653;0,215872038;0,245975191;0,2447495;0,259390691;0,253803705;0,154366459;0,197369265;0,213815702;0,222203506;0,229351841;0,239739554;0,223554549;0,23232508;0,274290385;0,232537215;0,224081316;0,232537215
CO2;Power Industry;AFG;Afghanistan;0,057192839;0,057192839;0,117373449;0,175701557;0,207734018;0,211630215;0,242011888;0,377274276;0,27498706;0,303000061;0,312252036;0,364792637;0,362856858;0,508965395;0,461299406;0,64494104;0,677209787;0,742393242;0,686658123;0,612144213;0,605739349;0,563089531;0,333830283;0,353456549;0,229274686;0,360239573;0,397679841;0,39610073;0,480629036;0,449307342;0,38804867;0,349180524;0,323762197;0,386235067;0,342919589;0,493538062;0,547340638;0,686490145;1,212221094;1,754106612;2,11005542;2,663710633;2,299730865;2,116541821;2,162337455;2,33268667;2,310097154;2,459108828;2,168156656;2,055240677;1,487993623;1,529267267;1,527549603
CO2;Power Industry;AGO;Angola;0,137584291;0,137584291;0,159267651;0,168796307;0,371818682;0,352955846;0,346538797;0,346538797;0,346538797;0,386988082;0,399822176;0,399822176;0,421991091;0,459522898;0,117356873;0,160917766;0,204478339;0,173363558;0,260485015;0,244927615;0,291599796;0,244927615;0,172586957;0,125235422;0,175019203;0,171907594;0,197090554;0,416629675;0,385126288;0,621107697;0,728548257;0,820624941;0,820624941;1,027529378;0,653290442;0,767438501;0,868947244;0,976775142;1,385920144;2,226378355;2,369112625;2,22958687;2,699129479;3,993658097;5,669710662;6,130962386;4,198262929;4,071508881;4,020319825;4,613795057;3,908176895;4,133922984;3,834694018
CO2;Power Industry;AIA;Anguilla;0,000429951;0,000429951;0,00043589;0,000438441;0,000446635;0,000479856;0,000521363;0,000449383;0,000542579;0,000661637;0,000455851;0,000451962;0,000445261;0,000416852;0,000409832;0,000403235;0,000444456;0,00046412;0,000359471;0,000374067;0,000402217;0,000420277;0,000442835;0,000443783;0,00045567;0,000461067;0,000497932;0,000459605;0,00057376;0,000490763;0,00064809;0,00073057;0,000721046;0,000750786;0,000752824;0,000744821;0,000736683;0,000760327;0,000776913;0,000778195;0,000789682;0,000910453;0,000910453;0,000977533;0,000975978;0,000979804;0,001017828;0,001055853;0,00102538;0,001032938;0,000869824;0,000880383;0,000888095
CO2;Power Industry;ALB;Albania;0,698307465;0,698307465;0,743388483;0,756573536;0,763701735;0,710118665;0,72209491;0,718047727;0,798514022;0,839955387;0,819627718;0,790404768;0,900094432;0,930102704;0,975591722;0,99726376;1,009783653;1,009783653;1,011263687;1,000903445;0,525748646;0,332870444;0,186656289;0,320426608;0,391978354;0,264429655;0,217765571;0,20221109;0,214654605;0,210743284;0,284461121;0,273566919;0,284921468;0,173441469;0,16799054;0,14310318;0,14310318;0,090217183;;0,006221923;0,015554799;0,031109273;;;;;;;;;;;
CO2;Power Industry;ANT;Curaçao;0,556955151;0,556955151;0,591181219;0,616073104;0,631630485;0,644076277;0,650299494;0,644076617;0,656522068;0,665856894;0,675191379;0,675191379;0,696971656;0,703194268;0,65652239;0,609850227;0,513393917;0,556955151;0,50717104;0,532063265;0,57251221;0,578735106;0,619184392;0,6534108;0,696971694;0,721863239;0,728086456;0,746755124;0,796538895;0,796538895;0,80276181;0,737420639;0,774758656;0,799650201;0,81831921;0,843211095;0,821430818;0,846322401;0,840099487;0,880548772;0,89921778;0,89921778;0,923024435;0,814904844;0,774358642;0,588257892;0,655539603;0,562579688;0,490686678;0,544250951;0,445348929;0,429154423;0,445348929
CO2;Power Industry;ARE;United Arab Emirates;0,149854317;0,149854317;0,344745731;0,531558731;0,695449238;1,009951426;1,432956712;2,209598669;2,814216841;3,731463732;4,7146784;5,396453785;6,665653259;7,582290468;8,224707042;8,971513261;9,581414146;10,20966185;11,09590756;11,67075999;12,76889458;12,97184979;13,97066198;16,24476414;17,74522116;18,52494638;19,77434683;21,40331664;23,84861065;26,42053701;29,25726938;32,40043424;36,00715438;40,02327306;48,13020903;51,48167348;55,04811545;55,12181456;66,35205781;57,48966653;58,74626808;60,03440498;62,28886022;62,59458601;65,62313075;69,89759876;70,08443807;71,7056081;70,67328538;69,86114151;72,46922853;73,88484905;72,4031201
CO2;Power Industry;ARG;Argentina;19,29055895;19,29055895;21,12914763;19,77668388;18,81788244;18,42527356;19,02865643;21,55748357;18,6324757;20,82899379;18,69948829;17,23378278;15,70561258;17,1968502;15,76883933;14,21608072;17,7215404;18,85510829;25,20311807;24,85100936;18,80808499;20,88436493;19,59744723;20,14299156;20,61080439;21,16078106;24,48540637;22,74394052;25,376228;30,0685422;28,95658798;26,29913083;23,76447944;27,64653278;34,36584399;36,71205275;39,65318643;39,0480088;43,03348735;40,20073516;42,84105328;48,20828967;50,68935574;48,32545331;50,03195054;52,20946236;53,51795164;50,7711767;47,07314802;39,98964754;39,00827622;47,2237941;45,41915055
CO2;Power Industry;ARM;Armenia;2,990204554;2,990204554;3,175735297;3,440025735;3,673947281;3,914957116;4,09027177;4,169865388;4,402126958;4,528171928;4,660895538;4,643184274;4,812153556;4,967307564;5,058242802;5,178205816;5,415902378;5,626182256;5,662755995;5,663887456;6,100443676;7,7996304;4,866372;0,813069165;0,821078776;1,392344233;1,53650943;1,80132954;1,786437217;1,455828561;1,600987337;1,539440057;0,917403327;0,878172578;0,766690535;0,949464626;0,903417629;1,081546219;1,040396962;0,645312602;0,632740669;0,94542514;1,43164395;1,32132319;1,130853371;1,271883631;1,172911575;1,238891584;1,483943438;1,353361017;1,423885007;1,423885007;1,220472863
CO2;Power Industry;ATG;Antigua and Barbuda;0,071415257;0,071355211;0,093322876;0,089183372;0,078075373;0,102094099;0,087336705;0,097193554;0,094310803;0,090211942;0,090083566;0,076683015;0,097025801;0,053122868;0,066070095;0,065933107;0,06906697;0,09198295;0,098228704;0,098215624;0,077641525;0,077497442;0,08071581;0,07851489;0,084433998;0,088314666;0,089414128;0,092559964;0,093627516;0,092492379;0,06601357;0,065067658;0,06947959;0,079284719;0,08129029;0,087526064;0,099623962;0,115066944;0,124254887;0,140051034;0,146789873;0,112746029;0,118913813;0,134225306;0,140830063;0,144239185;0,155492384;0,132572131;0,146959728;0,167180184;0,141732713;0,136578797;0,141732713
CO2;Power Industry;AUS;Australia;53,3187864;52,54065869;58,06053015;59,26016676;65,33480563;69,56589977;71,93649219;80,93240983;75,53886446;78,78664657;89,13339479;92,93164716;98,71240549;93,8848769;96,55080356;104,3198559;104,233018;111,237951;116,5886381;125,9215039;128,6412416;131,1197258;133,854969;134,751953;136,9625228;142,5873482;148,7441836;153,6778091;171,6131948;176,1201095;178,8662044;186,6174178;203,1236424;187,6016819;196,8311479;200,353458;203,8699475;210,2452405;210,2513724;220,7191128;219,1245174;210,7873478;210,4308684;199,5548267;189,993132;198,3817006;202,7714269;199,5548262;192,0441975;188,0815619;179,6173751;171,0393128;163,8550544
CO2;Power Industry;AUT;Austria;7,916735223;10,36710982;10,58556704;10,82400323;9,380884203;9,20135651;11,87710043;9,601759184;10,05417133;10,42262171;9,358513061;10,45478957;9,363261121;9,351081875;10,3100325;10,51743052;10,13675444;10,61712235;9,805489406;10,82755583;14,35130229;15,35363585;12,38496633;12,1870856;13,12513318;14,48217219;15,91160522;16,00848171;14,73750225;14,47336308;13,47557479;15,19475614;14,98624152;17,40826926;17,96909357;18,380389;17,39230281;16,34496309;15,71989502;14,33663742;16,92723797;16,64789977;14,80276109;14,12580113;12,21187828;13,24661602;12,79604328;14,22564325;12,90808688;12,97515893;11,40957248;12,00214692;10,93041667
CO2;Power Industry;AZE;Azerbaijan;10,40786066;10,40786066;11,05362856;11,97353153;12,78773096;13,62660226;14,23681152;14,51384918;15,32227082;15,76098946;16,22295412;16,16130738;16,74943061;17,28946767;17,60598157;18,02353104;18,85086999;19,58278101;19,71008146;19,71401968;19,82700225;20,61468;21,89395575;21,49211088;16,08636374;15,15044344;14,13434165;13,64916121;14,74501667;14,7028223;15,32564368;13,81827967;12,64712797;14,25515689;13,30662332;13,9468751;14,3623301;12,47878499;11,68984048;9,457684282;8,358841845;9,624721435;11,75708141;11,65947286;12,25209478;12,46558139;12,42913568;12,29372014;12,32848177;12,35542139;12,23875584;12,5138858;11,98345831
CO2;Power Industry;BDI;Burundi;0,00022601;0,00022601;0,000282512;0,000282512;0,000254261;0,000366411;0,005861025;0,005672666;0,005866152;0,006225727;0,009597073;0,013212462;0,012127101;0,016096971;0,022074158;0,021711804;0,024483057;0,026968066;0,040240184;0,032647077;0,049828385;0,073605859;0,054353612;0,060734966;0,060507211;0,058559721;0,065090812;0,063479501;0,074544739;0,073030118;0,074526704;0,060384811;0,056276571;0,044387048;0,051737086;0,042657441;0,053346726;0,081108696;0,044784935;0,046299677;0,066792957;0,084506013;0,076028481;0,090861551;0,084206852;0,085033932;0,085583822;0,102922014;0,136382786;0,138526983;0,140376294;0,152930272;0,156354084
CO2;Power Industry;BEL;Belgium;27,06555775;29,30091505;32,58067081;35,62136029;39,06735235;28,9094873;31,85908379;30,56977858;32,55881769;34,65107165;34,83155203;33,11898265;30,99800507;26,74795774;25,63282226;21,94488521;19,55942287;20,6288988;22,37083917;23,86474738;25,89639291;26,02017844;25,2879543;25,79466135;27,80558529;28,10331551;27,30233079;25,93712454;27,88917027;25,22687489;26,07399234;24,03518805;24,11788881;25,16009049;25,22685444;25,8129626;25,3637;25,09719903;23,6606881;22,11348198;23,13056595;20,30170306;19,40608117;17,63460978;16,42573358;17,27909108;16,02285665;15,88836639;16,12087632;16,60484583;15,67574705;16,05509518;15,01537421
CO2;Power Industry;BEN;Benin;;;;0,022362739;0,006417045;0,006417045;0,006417045;0,01273718;0,01273718;0,01273718;0,015945694;0,012639936;0,022362739;0,057559238;0,037822887;0,028585629;0,028585629;0,025377108;0,022265496;0,022265496;0,025474018;0,025474018;0,028585629;0,031794154;0,034711603;0,031696908;0,034808519;0,04744878;0,05415656;0,047934002;0,051045281;0,063685216;0,070102264;0,060767762;0,060573605;0,076713452;0,108604823;0,147203995;0,157120955;0,093047432;0,086630392;0,086630082;0,041613869;0,091540836;0,236975729;0,220132479;0,18837922;0,203260289;0,167022065;0,272678464;0,505312457;0,537499717;0,536004451
CO2;Power Industry;BFA;Burkina Faso;0,000968613;0,000968613;0,001210766;0,001210766;0,001089689;0,001570334;0,025118678;0,024311427;0,025140652;0,026681687;0,041130311;0,049546733;0,05197329;0,060363642;0,066222473;0,062964231;0,082992193;0,087736898;0,088584249;0,055421219;0,081102094;0,119349598;0,09626978;0,10186339;0,106963979;0,107723377;0,120150718;0,191458473;0,199598532;0,195542745;0,221655472;0,266190032;0,283340409;0,306477507;0,262684885;0,280153231;0,27712293;0,364190114;0,377078593;0,369801864;0,38226231;0,442270505;0,510644673;0,668751175;0,627143674;0,802012494;0,681592362;0,804142285;0,879881507;0,856040309;0,867468285;0,938393364;0,982039567
CO2;Power Industry;BGD;Bangladesh;0,67388783;0,67388783;0,67388783;1,039306738;1,026188856;0,889588745;0,934625231;1,026301349;1,250745112;1,389294286;1,548993578;1,46388843;1,788504633;1,80399489;1,945220712;2,842443288;3,294947914;3,543613019;4,061876492;4,056681508;4,313919618;4,470549261;5,06317375;5,625765621;5,92798903;6,537866004;6,547947733;6,969138262;7,628318426;8,61648858;8,810262653;10,5264052;11,31878734;11,3698021;13,46382894;14,66704533;16,8816723;17,96111161;19,65996052;21,31561206;24,05745601;25,50443845;29,15944897;33,16666252;35,42590163;37,95022882;42,40554059;44,1976626;46,49368235;49,23592603;46,08769391;48,37520022;49,38703319
